domain,subdomains,subdomain_count,email_user,registrar,asn,org,host_provider,ips,asn_description,asn_country,creation_date,expiration_date,sld,tld,ns_hosts,ns_base,ns_count,mx_hosts,mx_base,mx_count,soa_email,ip_count
turkishspareparts.com,cpcalendars;cpcontacts;ww7;www,4.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
relay-suivi.com,mondial;www,2.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
cumberlandperryrespite.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
tpkqwu.cn,,0.0,905616398,成都垦派科技有限公司,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
www3-vpass-jp.tushenbao.com,www,1.0,complaint,Gname.com Pte. Ltd. (ID1923),394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
dfigrcuivzfe.net,,0.0,complaint,Gname.com Pte. Ltd. (ID1923),394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,expire1.gname-dns.com.;expire2.gname-dns.com.,gname-dns.com,2,,,0,,
dslcpas.com,citrix;docs;gateway;gitlab;imap;m;www,7.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
webde-103557.weeblysite.com,,0.0,abuse,SafeNames Ltd. (ID447),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
webde-103046.weeblysite.com,,0.0,abuse,SafeNames Ltd. (ID447),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
logen-treezo.weebly.com,www,1.0,abuse,SafeNames Ltd. (ID447),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
196-251-84-167.cprapid.com,www,1.0,UNKNOWN,UNKNOWN,,,NA (ASNA),,,,,,,,,,0,,,0,,
allegro-lokalnie.pl-oferta492281.icu,www,1.0,support,WEBCC,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
bradesco.renovacaotopaz.com,,0.0,abuse-tracker,"HOSTINGER operations, UAB (ID1636)",55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
23556308-clive775hunt-gpx74.sitebeat.crazydomains.com,,0.0,abuse,Dreamscape Networks International Pte Ltd (ID1291),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
e.vg,4;bot;email;t;test;www,6.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,elma.ns.cloudflare.com.;uriah.ns.cloudflare.com.,cloudflare.com,2,mail.e.vg.,e.vg,1,dns@cloudflare.com,
pay.baixacursos.site,,0.0,abuse,"GoDaddy.com, LLC (ID146)",55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
rad-club-buer.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
replay.dropbox.com,,0.0,abusecomplaints,"MarkMonitor, Inc.",16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
nue.bio,www,1.0,UNKNOWN,UNKNOWN,14061.0,"DIGITALOCEAN-ASN, US","DIGITALOCEAN-ASN, US (AS14061)",,,,,,,,ns1.digitalocean.com.;ns2.digitalocean.com.;ns3.digitalocean.com.,digitalocean.com,3,,,0,hostmaster@nue.bio,
rcl.ink,slugs,1.0,abuse,"OVH, SAS",13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,gloria.ns.cloudflare.com.;rudy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
suplyconflrst.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,randall.ns.cloudflare.com.;suzanne.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
makeeemail.weebly.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
bdcsrhpqafpaw.net,www,1.0,complaint,Gname.com Pte. Ltd. (ID1923),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,expire1.gname-dns.com.;expire2.gname-dns.com.,gname-dns.com,2,,,0,,
314ne92rn.duckdns.org,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,314ne92rn.duckdns.org.,duckdns.org,1,,
dkb-verifizierung.com,meine;www,2.0,abuse,"OwnRegistrar, Inc. (ID1250)",55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
das-kann-bank.amplenthailand.com,www,1.0,abuse,CNOBIN INFORMATION TECHNOLOGY LIMITED (ID3254),55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
atlantafencepro.com,1678452536001;amp;www;www.amp,4.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
service-nw.com,accentureplceurope;acciona;adeopreprod;astara;auth1;bechtel;bel;cisco;ciscovpn;cscglobal;deloitteglobal;eb;elevancehealthdev2;elopardev;eurostartest;feikfwww.sgsnow;flhsmv;hsbchrdirect;imap;intranet;itselfserviceexpressdev;jwithelp;keris;kvaixibpsicsc;mmc;nmbssncbprod;pgescl;phoenixintnl;qehmrwalmarglobal;rdsprod;relay;santecmxpro;scotiaqat;shop;siemensenergy;staging.abbvienow;synapsis;teconnectivityqa;test.abbvienow;tsbprod001;umbag20dev;virtualaccess1;www;www.abcbs;www.arch;www.bostonconsultinggroup;www.bpoacnbrprod;www.brcnonprod;www.digitalmetest;www.dotdev;www.goindigotest;www.kochdev;www.sslvpn;www.start;www.viscofanpre,55.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,basi.ns.giantpanda.com.;meilan.ns.giantpanda.com.,giantpanda.com,2,,,0,admin@giantpanda.com,
btinternetbbbb-104013.weeblysite.com,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
hnzzljx.com,www,1.0,UNKNOWN,UNKNOWN,136258.0,"ONEPROVIDER-AS BrainStorm Network, Inc, CA","ONEPROVIDER-AS BrainStorm Network, Inc, CA (AS136258)",,,,,,,,ns1637.ztomy.com.;ns2637.ztomy.com.,ztomy.com,2,~.,~.,1,abuse@opticaljungle.com,
claudiagalla.com,www,1.0,abuse-contact,PDR Ltd. d/b/a PublicDomainRegistry.com (ID303),394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,dns1.netsons.net.;dns2.netsons.net.;dns3.netsons.net.;dns4.netsons.net.,netsons.net,4,mail.claudiagalla.com.,claudiagalla.com,1,admin@netsons.com,
creneau-colis-mr.com,,0.0,domainabuse,"TUCOWS DOMAINS, INC.",,,NA (ASNA),,,,,,,,1-you.njalla.no.;2-can.njalla.in.;3-get.njalla.fo.,njalla.fo;njalla.in;njalla.no,3,,,0,you@can-get-no.info,
pandemicx.us-ord-1.linodeobjects.com,www,1.0,UNKNOWN,UNKNOWN,63949.0,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG","AKAMAI-LINODE-AP Akamai Connected Cloud, SG (AS63949)",,,,,,,,,,0,,,0,,
jssdhjsj.com,www,1.0,complaint,Gname.com Pte. Ltd. (ID1923),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,a.share-dns.com.;b.share-dns.net.,share-dns.com;share-dns.net,2,,,0,,
secure-trzoir-help.pages.dev,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,jean.ns.cloudflare.com.;mack.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
loginledger.pages.dev,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,angelina.ns.cloudflare.com.;kobe.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
groupcallalert.framer.website,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
allegrolokalnie.pl-7259138.cfd,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
dennegaracc3s0.odoo.com,,0.0,abuse,"OVH, SAS",396982.0,"GOOGLE-CLOUD-PLATFORM, US","GOOGLE-CLOUD-PLATFORM, US (AS396982)",,,,,,,,,,0,,,0,,
porchsidepublishing.com,www,1.0,abuse,"GoDaddy.com, LLC (ID146)",55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns63.domaincontrol.com.;ns64.domaincontrol.com.,domaincontrol.com,2,porchsidepublishing-com.mail.protection.outlook.com.,outlook.com,1,dns@jomax.net,
authctebrdbnd.sendpulse.website,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
goodscrafted.com,www,1.0,abuse,NAMECHEAP INC,0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,dns1.registrar-servers.com.;dns2.registrar-servers.com.,registrar-servers.com,2,mail.goodscrafted.com.,goodscrafted.com,1,hostmaster@registrar-servers.com,
poorderspecificationstoacces.vercel.app,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
meta-agency.surge.sh,www,1.0,abuse+registry,Porkbun LLC (ID1861),14061.0,"DIGITALOCEAN-ASN, US","DIGITALOCEAN-ASN, US (AS14061)",,,,,,,,,,0,,,0,,
surelink11.lon1.cdn.digitaloceanspaces.com,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
ssvslse.top,xyuxxa,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
bc2eiyj07.ukit.me,,0.0,UNKNOWN,"Regional Network Information Center, JSC dba RU-CENTER (ID463)",57724.0,"DDOS-GUARD, RU","DDOS-GUARD, RU (AS57724)",,,,,,,,,,0,,,0,,
site-ggceiyj3y.godaddysites.com,,0.0,abuse,"GoDaddy.com, LLC (ID146)",16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
xfiniityyupdgradesse.framer.website,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
bestroute.aiko.com.mx,www,1.0,UNKNOWN,NEUBOX Internet SA de CV,174.0,"COGENT-174, US","COGENT-174, US (AS174)",,,,,,,,,,0,,,0,,
aekudonapartment.com,www,1.0,UNKNOWN,UNKNOWN,135161.0,"GMO-Z-COM-TH GMO-Z com NetDesign Holdings Co., Ltd., JP","GMO-Z-COM-TH GMO-Z com NetDesign Holdings Co., Ltd., JP (AS135161)",,,,,,,,ns1.,ns1.,1,mail.aekudonapartment.com.,aekudonapartment.com,1,hostmaster.,
czwjhfj.ponirs.cfd,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
blue-trick-apply.surge.sh,www;www.www,2.0,UNKNOWN,UNKNOWN,14061.0,"DIGITALOCEAN-ASN, US","DIGITALOCEAN-ASN, US (AS14061)",,,,,,,,,,0,,,0,,
welcome-trezo-io-cdn.netlify.app,www,1.0,UNKNOWN,UNKNOWN,14618.0,"AMAZON-AES, US","AMAZON-AES, US (AS14618)",,,,,,,,,,0,,,0,,
www.exped-center-parcel.com,www,1.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
bellsouth-att-sign-in-0748a8.webflow.io,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
flowcode.com,a;advancedapi;analytics-collector;api;api-admin;api-ml;api.pentest;api.stg;app;app.preprod;app.stg;auth-stg;authn;authn.preprod;bestpractices;blog;canva-v2;capture;cdn;connect;connect.stg;conversions;custom;d2c;designrequests;ds;education;entertainment;events;gateway;generator;help;hof;hospitality;howto;howtoprint;influencer;ithaca;leatherwood;manageyourqrcode;marketing;ngrok;notifications;optimizely;p;p.pentest;p.preprod;p.stg;packaging;page.custom;partners;payments;payments.pentest;payments.preprod;pentest;pentest-contact;pentest-generator;pentest-ithaca;pentest-notifications;pentest-oasis;pentest-studio;pentest-subscription;preprod;preprod-api-ml;preprod-contact;preprod-generator;preprod-ithaca;preprod-leatherwood;preprod-scan.custom;preprod-studio;preprod2;qr;qrdesign;realestate;restaurant;retail;scan.custom;stg;stg-api-ml;stg-contact;stg-ithaca;stg-leatherwood;stg-notifications;stg-oasis;stg-scan.custom;stg-studio;studio;subscription;travel;url9865;webflow;wedding;www;x.pentest;x.preprod;x.stg,96.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,max.ns.cloudflare.com.;reza.ns.cloudflare.com.,cloudflare.com,2,alt1.aspmx.l.google.com.;alt2.aspmx.l.google.com.;alt3.aspmx.l.google.com.;alt4.aspmx.l.google.com.;aspmx.l.google.com.,google.com,5,dns@cloudflare.com,
kueqdcoinlgoein.gitbook.io,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
zim-intranet.weebly.com,www,1.0,UNKNOWN,UNKNOWN,27647.0,"WEEBLY, US","WEEBLY, US (AS27647)",,,,,,,,,,0,,,0,,
hjgfhg.weeblysite.com,www,1.0,UNKNOWN,UNKNOWN,27647.0,"WEEBLY, US","WEEBLY, US (AS27647)",,,,,,,,,,0,,,0,,
fnboneida.weebly.com,www,1.0,abuse,SafeNames Ltd. (ID447),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
xnghcax.xalex.cfd,www,1.0,dnsabuse_complaint,Aceville Pte. Ltd. (ID3858),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
isumueiu9378jkhhashsgxueb-90shhcxvkausgewdgft.top,www,1.0,abuse,Domain International Services Limited (ID3863),394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
webinforep03.enterpriseauthentication.com,www,1.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
spiky-lottery-629084.framer.app,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
pages-trezor-io-login.typedream.app,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
satisfied-pineapple-531901.framer.app,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
transitecenter.com,rustore;www;www.www,3.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
myjuno-login.framer.website,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,,,0,,,0,,
2fm1z0.share-eu1.hsforms.com,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
nicktrenton.com,cpcalendars;cpcontacts;www,3.0,abuse,"GoDaddy.com, LLC (ID146)",0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ns8333.hostgator.com.;ns8334.hostgator.com.,hostgator.com,2,mail.nicktrenton.com.,nicktrenton.com,1,root@gator4167.hostgator.com,
v-vpass-jp.jtohp.cn,www,1.0,xoxucykox80383,商中在线科技股份有限公司,0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
www.smbs.verify.co.jp.index.007ikm.help,www,1.0,abuse,Dynadot LLC,135377.0,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK","UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK (AS135377)",,,,,,,,,,0,,,0,,
www.smbs.verify.co.jp.index.006yhn.help,www,1.0,abuse,Dynadot LLC,0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
allegrolokalnie.oferty-kategoria-proponowane-dla-ciebie-rozne-21.sbs,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
allegrolokalnie.pl-oferta859153.cfd,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
ch-saintgaudensfr.weebly.com,www,1.0,abuse,SafeNames Ltd. (ID447),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
www.smbs.verify.co.jp.index.003edc.help,www,1.0,UNKNOWN,UNKNOWN,135377.0,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK","UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK (AS135377)",,,,,,,,,,0,,,0,,
connecttpea99c4.s3.us-east-1.amazonaws.com,www,1.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,ns-1106.awsdns-10.org.;ns-1567.awsdns-03.co.uk.;ns-479.awsdns-59.com.;ns-537.awsdns-03.net.,awsdns-03.net;awsdns-10.org;awsdns-59.com;co.uk,4,,,0,awsdns-hostmaster@amazon.com,
cmb-clients.com,www,1.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
linkin.bio,api;api-prod;api-staging;blackcomb;cdn;multi-proxy;ngrok;staging;www,9.0,UNKNOWN,UNKNOWN,16509.0,"AMAZON-02, US","AMAZON-02, US (AS16509)",,,,,,,,ns-1274.awsdns-31.org.;ns-1626.awsdns-11.co.uk.;ns-462.awsdns-57.com.;ns-782.awsdns-33.net.,awsdns-31.org;awsdns-33.net;awsdns-57.com;co.uk,4,,,0,awsdns-hostmaster@amazon.com,
screwscape.com,www,1.0,abuse-domains,Cronon GmbH (ID141),6724.0,"STRATO STRATO AG, DE","STRATO STRATO AG, DE (AS6724)",,,,,,,,docks08.rzone.de.;shades18.rzone.de.,rzone.de,2,smtpin.rzone.de.,rzone.de,1,hostmaster@strato-rz.de,
btinternetcomfgh-p6fa.glide.page,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
ee-id-bills.web.app,www,1.0,UNKNOWN,UNKNOWN,54113.0,"FASTLY, US","FASTLY, US (AS54113)",,,,,,,,,,0,,,0,,
buckenham232-my-cheetah-website.site.builderallsite.com,www,1.0,UNKNOWN,UNKNOWN,15083.0,"INFOLINK-MIA-, US","INFOLINK-MIA-, US (AS15083)",,,,,,,,,,0,,,0,,
portfolio-rmyskyi.format.com,www,1.0,domainabuse,"CSC Corporate Domains, Inc. (ID299)",0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
www.smbcnhelp.carservicecoupons.com,www,1.0,UNKNOWN,UNKNOWN,206834.0,"TEAMINTERNET-CA-AS, DE","TEAMINTERNET-CA-AS, DE (AS206834)",,,,,,,,ns1.parkingcrew.net.;ns2.parkingcrew.net.,parkingcrew.net,2,mail.h-email.net.,h-email.net,1,hostmaster@www.smbcnhelp.carservicecoupons.com,
noreply-att.wixstudio.com,www,1.0,UNKNOWN,UNKNOWN,396982.0,"GOOGLE-CLOUD-PLATFORM, US","GOOGLE-CLOUD-PLATFORM, US (AS396982)",,,,,,,,,,0,,,0,,
ledzercom.gitbook.io,www,1.0,UNKNOWN,"Cloudflare, Inc. (ID1910)",13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
algeelivlogin.gitbook.io,www,1.0,UNKNOWN,"Cloudflare, Inc. (ID1910)",13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,,,0,,,0,,
webmailauth9586.weebly.com,www,1.0,UNKNOWN,UNKNOWN,27647.0,"WEEBLY, US","WEEBLY, US (AS27647)",,,,,,,,,,0,,,0,,
anahuac2026m.weebly.com,www,1.0,UNKNOWN,UNKNOWN,27647.0,"WEEBLY, US","WEEBLY, US (AS27647)",,,,,,,,,,0,,,0,,
dexlaunchpads-v3.web.app,www,1.0,UNKNOWN,UNKNOWN,54113.0,"FASTLY, US","FASTLY, US (AS54113)",,,,,,,,,,0,,,0,,
ypovolioikonomikon.web.app,www,1.0,UNKNOWN,UNKNOWN,54113.0,"FASTLY, US","FASTLY, US (AS54113)",,,,,,,,,,0,,,0,,
auth-dpp.cloudaccess.host,www,1.0,UNKNOWN,UNKNOWN,29024.0,"BALLOU-AS, SE","BALLOU-AS, SE (AS29024)",,,,,,,,,,0,,,0,,
fnotanat.com,www,1.0,abuse,NAMECHEAP INC,0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
office.motor-ed.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
aster-bd.com,dev;etsexpress;www;www.dev,4.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,ns1.webhostbd.net.;ns2.webhostbd.net.,webhostbd.net,2,aster-bd.com.,aster-bd.com,1,system@webhostbd.com,
waltdisney.service.support.softwareveterinariogratis.com,www,1.0,UNKNOWN,UNKNOWN,,,NA (ASNA),,,,,,,,,,0,,,0,,
us-trezorstartio.pages.dev,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,angela.ns.cloudflare.com.;byron.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
start-ledgger-com-auth.pages.dev,www,1.0,UNKNOWN,UNKNOWN,13335.0,"CLOUDFLARENET, US","CLOUDFLARENET, US (AS13335)",,,,,,,,sam.ns.cloudflare.com.;veda.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
ledgrr-login-en.pages.dev,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,carter.ns.cloudflare.com.;linda.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
auth-ledger-login.pages.dev,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,augustus.ns.cloudflare.com.;carla.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,
crm.fabricaroyal.com,www,1.0,UNKNOWN,UNKNOWN,13489.0,"UNE EPM TELECOMUNICACIONES S.A., CO","UNE EPM TELECOMUNICACIONES S.A., CO (AS13489)",,,,,,,,,,0,,,0,,
ci164782-wordpress-po5ej.tw1.ru,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,ns1.timeweb.ru.;ns2.timeweb.ru.;ns3.timeweb.org.;ns4.timeweb.org.,timeweb.org;timeweb.ru,4,mx1.timeweb.ru.;mx2.timeweb.ru.,timeweb.ru,2,dns@timeweb.ru,
bafybeiftrqnje56gonnxypcrgh3dnnuhdx6drqfgboe3okpi3sbfsewgxm.ipfs.dweb.link,www,1.0,tldsupport,"CSC Corporate Domains, Inc. (ID299)",0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
pub-a54a36d8558641d0aea5a7ae425bfec1.r2.dev,www,1.0,UNKNOWN,UNKNOWN,394354.0,"CIRA-CLOUD2, CA","CIRA-CLOUD2, CA (AS394354)",,,,,,,,,,0,,,0,,
netflixhelps.com,connect;www;www.www,3.0,abuse,Hosting Concepts B.V. d/b/a Registrar.eu (ID1647),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,ina1.registrar.eu.;ina2.registrar.eu.;ina3.registrar.eu.,registrar.eu,3,,,0,noreply@registrar.eu,
www.bet365tiyu03.com,www,1.0,UNKNOWN,UNKNOWN,55195.0,"CIRA-CLOUD1, CA","CIRA-CLOUD1, CA (AS55195)",,,,,,,,,,0,,,0,,
xzkyfxzkxywkzxvzzxk.weebly.com,www,1.0,abuse,SafeNames Ltd. (ID447),0.0,UNKNOWN,UNKNOWN (AS0),,,,,,,,,,0,,,0,,
remos6786.hosted.phplist.com,www,1.0,UNKNOWN,UNKNOWN,63949.0,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG","AKAMAI-LINODE-AP Akamai Connected Cloud, SG (AS63949)",,,,,,,,,,0,,,0,,
