label,domain,ips,asn,asn_description,asn_country,registrar,creation_date,expiration_date,sld,tld,ns_hosts,ns_base,ns_count,mx_hosts,mx_base,mx_count,soa_email,ip_count
ClearFake,stern.m0ssplunge.ru,"104.21.48.230,172.67.188.85",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,m0ssplunge,ru,,,0,,,0,,2.0
Unknown malware,excellencegifts.com,118.139.177.170,26496.0,"AS-26496-GO-DADDY-COM-LLC, US",SG,"GoDaddy.com, LLC",2023-10-04,2026-10-04,excellencegifts,com,ns27.domaincontrol.com.;ns28.domaincontrol.com.,domaincontrol.com,2,,,0,dns@jomax.net,1.0
Unknown malware,zimelnews.com,198.54.116.163,22612.0,"NAMECHEAP-NET, US",US,NAMECHEAP INC,2024-12-08,2025-12-08,zimelnews,com,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
Unknown malware,noriko-a.com,85.131.197.168,,,,"XServer, Inc.",2024-11-08,2026-11-08,noriko-a,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,noriko-a.com.,noriko-a.com,1,root@xserver.jp,1.0
Unknown malware,propicklocksmiths.com.au,74.91.194.193,31898.0,"ORACLE-BMC-31898, US",US,Web Address Registration Pty Ltd,,,com,au,ns1.crazydomains.com.;ns2.crazydomains.com.,crazydomains.com,2,mx1.titan.email.;mx2.titan.email.,titan.email,2,admin@syrahost.com,1.0
Unknown malware,25niconail.com,85.131.209.100,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2025-07-21,2026-07-21,25niconail,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,25niconail.com.,25niconail.com,1,root@xserver.jp,1.0
Unknown malware,fantasyporngames.com,"104.21.48.201,172.67.187.236",13335.0,"CLOUDFLARENET, US",US,"NameSilo, LLC",2020-12-13,2025-12-13,fantasyporngames,com,adelaide.ns.cloudflare.com.;ignat.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,tomsonking.com,120.136.10.77,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2012-09-12,2026-09-12,tomsonking,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,tomsonking.com.,tomsonking.com,1,root@sv0.xserver.jp,1.0
ClearFake,taiga.flintpaddle.ru,"104.21.71.5,172.67.141.65",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,flintpaddle,ru,,,0,,,0,,2.0
Unknown malware,dekkking.com,,,,,"XServer, Inc.",2021-04-27,2026-04-27,dekkking,com,,,0,,,0,,
Unknown malware,afenetangola.net,66.33.207.99,26347.0,"DREAMHOST-AS, US",US,https://www.101domain.com/,2024-10-01,2026-10-01,afenetangola,net,ns1.dreamhost.com.;ns2.dreamhost.com.;ns3.dreamhost.com.,dreamhost.com,3,,,0,hostmaster@dreamhost.com,1.0
Unknown malware,oelvio.de,"104.21.8.152,172.67.139.170",13335.0,"CLOUDFLARENET, US",US,,,,oelvio,de,graham.ns.cloudflare.com.;magdalena.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,wr-carind.com,183.90.253.16,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2016-05-06,2026-05-06,wr-carind,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,wr-carind.com.,wr-carind.com,1,root@sv0.xserver.jp,1.0
Unknown malware,kurasou.org,202.233.66.154,,,,"GMO Internet Group, Inc. d/b/a Onamae.com",2014-05-29,2026-05-29,kurasou,org,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,kurasou.org.,kurasou.org,1,root@xserver.jp,1.0
Unknown malware,bioricoat.com,103.3.2.148,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2021-02-04,2026-02-04,bioricoat,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,bioricoat.com.,bioricoat.com,1,root@xserver.jp,1.0
Unknown malware,kokua-hair-design.com,202.233.67.113,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2023-04-11,2026-04-11,kokua-hair-design,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,kokua-hair-design.com.,kokua-hair-design.com,1,root@xserver.jp,1.0
Unknown malware,rubic3.com,103.109.0.125,137310.0,"SHANGTEL-AS-ID PT Shangkuriang Telekomunikasi Indonesia, ID",ID,"HOSTINGER operations, UAB",2008-08-06,2028-08-06,rubic3,com,ns101.bigkuma.com.;ns102.bigkuma.com.,bigkuma.com,2,rubic3.com.,rubic3.com,1,root@whm01.bigkuma.com,1.0
Unknown malware,arboriza21.org,67.223.118.115,22612.0,"NAMECHEAP-NET, US",US,"GoDaddy.com, LLC",2021-09-28,2027-09-28,arboriza21,org,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mail.arboriza21.org.,arboriza21.org,1,cpanel@tech.namecheap.com,1.0
Unknown malware,wealwaysclose.com,68.65.122.244,22612.0,"NAMECHEAP-NET, US",US,https://www.101domain.com/,2025-07-28,2026-07-28,wealwaysclose,com,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
ClearFake,ufer.flintpaddle.ru,"104.21.71.5,172.67.141.65",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,flintpaddle,ru,,,0,,,0,,2.0
Unknown malware,dmntechnology.com,"104.21.25.135,172.67.134.69",13335.0,"CLOUDFLARENET, US",US,NAMECHEAP INC,2022-09-20,2026-09-20,dmntechnology,com,amos.ns.cloudflare.com.;june.ns.cloudflare.com.,cloudflare.com,2,_dc-mx.6880893cf826.dmntechnology.com.;mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,dmntechnology.com;jellyfish.systems,4,dns@cloudflare.com,2.0
Unknown malware,bintariqservices.com,"172.234.24.211,172.239.57.117",63949.0,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,NAMECHEAP INC,2024-11-20,2026-11-20,bintariqservices,com,dns101.registrar-servers.com.;dns102.registrar-servers.com.,registrar-servers.com,2,mx.plingest.com.,plingest.com,1,hostmaster@parklogic.com,2.0
Unknown malware,epicdawn.org.nutritionaldiversity.com,203.161.42.126,22612.0,"NAMECHEAP-NET, US",US,NAMECHEAP INC,2016-06-06,2026-06-06,nutritionaldiversity,com,,,0,,,0,,1.0
Unknown malware,test.freeziana.com,64.227.7.78,14061.0,"DIGITALOCEAN-ASN, US",US,NAMECHEAP INC,2016-03-06,2027-03-06,freeziana,com,ns1.digitalocean.com.;ns2.digitalocean.com.;ns3.digitalocean.com.,digitalocean.com,3,alt1.aspmx.l.google.com.;alt2.aspmx.l.google.com.;alt3.aspmx.l.google.com.;alt4.aspmx.l.google.com.;aspmx.l.google.com.,google.com,5,hostmaster@freeziana.com,1.0
Unknown malware,cortechsystems.com,"104.21.84.81,172.67.190.72",13335.0,"CLOUDFLARENET, US",US,NAMECHEAP INC,2022-09-28,2026-09-28,cortechsystems,com,diana.ns.cloudflare.com.;terry.ns.cloudflare.com.,cloudflare.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,dns@cloudflare.com,2.0
Unknown malware,nhcorporation.jp,202.233.67.113,131965.0,"XSERVER Xserver Inc., JP",JP,,2025-03-04,2026-03-31,nhcorporation,jp,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,,,0,root@xserver.jp,1.0
ClearFake,wolke.flintpaddle.ru,"104.21.71.5,172.67.141.65",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,flintpaddle,ru,,,0,,,0,,2.0
Unknown malware,ladang38.com,,,,,"NameSilo, LLC",2024-11-28,2026-11-28,ladang38,com,ns1.ladang38.com.;ns2.ladang38.com.,ladang38.com,2,ladang38.com.,ladang38.com,1,hostmaster@ladang38.com,
Unknown malware,defiwp.com,,,,,IONOS SE,2025-06-04,2026-06-04,defiwp,com,,,0,,,0,,
Unknown malware,buchla.tokyo,120.136.14.22,131965.0,"XSERVER Xserver Inc., JP",JP,,,,buchla,tokyo,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,buchla.tokyo.,buchla.tokyo,1,root@sv0.xserver.jp,1.0
Unknown malware,ckartproductions.com,"172.234.24.211,172.239.57.117",63949.0,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,NAMECHEAP INC,2023-11-29,2026-11-29,ckartproductions,com,dns101.registrar-servers.com.;dns102.registrar-servers.com.,registrar-servers.com,2,mx.plingest.com.,plingest.com,1,hostmaster@parklogic.com,2.0
ClearFake,birch.flintpaddle.ru,"104.21.71.5,172.67.141.65",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,flintpaddle,ru,,,0,,,0,,2.0
Unknown malware,gotmedrovenl.com,162.240.149.63,46606.0,"UNIFIEDLAYER-AS-1, US",US,"HOSTINGER operations, UAB",2025-07-18,2026-07-18,gotmedrovenl,com,ns1.162-240-149-63.bluehost.com.;ns2.162-240-149-63.bluehost.com.,bluehost.com,2,gotmedrovenl.com.,gotmedrovenl.com,1,root@server.biggirlfeelings.com,1.0
Unknown malware,iogkf-shoobukan.com,103.141.97.131,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2024-07-24,2027-07-24,iogkf-shoobukan,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,iogkf-shoobukan.com.,iogkf-shoobukan.com,1,root@xserver.jp,1.0
Unknown malware,arenawin48.net,38.54.17.148,138915.0,"KAOPU-HK Kaopu Cloud HK Limited, HK",US,"NameSilo, LLC",2025-04-17,2026-04-17,arenawin48,net,ns1.arenawin48.net.;ns2.arenawin48.net.,arenawin48.net,2,mail.arenawin48.net.,arenawin48.net,1,hostmaster@arenawin48.net,1.0
Unknown malware,soleracademy.com.br,"104.21.35.86,172.67.216.56",13335.0,"CLOUDFLARENET, US",US,,2024-05-23,2026-05-23,com,br,coco.ns.cloudflare.com.;quincy.ns.cloudflare.com.,cloudflare.com,2,mx1.titan.email.;mx2.titan.email.,titan.email,2,dns@cloudflare.com,2.0
ClearFake,1k.j-0-tchamber.ru,"104.21.76.67,172.67.190.240",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,j-0-tchamber,ru,,,0,,,0,,2.0
Unknown malware,creatnova.com,162.0.215.7,22612.0,"NAMECHEAP-NET, US",US,NAMECHEAP INC,2020-05-28,2026-05-28,creatnova,com,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
Unknown malware,genomics.org.ua,38.242.145.54,51167.0,"CONTABO, DE",US,"ТОВ ""Центр інтернет-імен України""",2019-05-15,2026-05-15,org,ua,ns1.wphost.me.;ns2.wphost.me.,wphost.me,2,smtp.google.com.,google.com,1,genomicsua\@org.gmail.com,1.0
Unknown malware,leedslockandkey.com,167.99.114.88,14061.0,"DIGITALOCEAN-ASN, US",US,"Wild West Domains, LLC",2019-08-16,2026-08-16,leedslockandkey,com,ns17.domaincontrol.com.;ns18.domaincontrol.com.,domaincontrol.com,2,,,0,dns@jomax.net,1.0
Unknown malware,greenvina.net,103.152.164.207,150895.0,"EZTECH-VN EZ TECHNOLOGY COMPANY LIMITED, VN",VN,"GMO Internet, Inc.",2025-11-10,2026-11-10,greenvina,net,ns-a1.tenten.vn.;ns-a2.tenten.vn.;ns-a3.tenten.vn.,tenten.vn,3,,,0,noreply@tenten.vn,1.0
Unknown malware,scientology49.fr,"195.144.11.124,195.144.11.125",34177.0,"CELESTE-AS CELESTE - Internet services provider, FR",FR,NUXIT,2021-12-12,2026-12-12,scientology49,fr,ns1.webmo.fr.;ns2.webmo.fr.,webmo.fr,2,mx.webmo.fr.;mxsecondaire.webmo.fr.,webmo.fr,2,jmpiveteau\@asesco.gmail.com,2.0
ClearFake,qm.j-0-tchamber.ru,"104.21.76.67,172.67.190.240",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,j-0-tchamber,ru,,,0,,,0,,2.0
Unknown malware,adfestanteria.com,107.180.116.128,398101.0,"GO-DADDY-COM-LLC, US",US,"GoDaddy.com, LLC",2018-03-09,2027-03-09,adfestanteria,com,ns03.domaincontrol.com.;ns04.domaincontrol.com.,domaincontrol.com,2,adfestanteria-com.mail.protection.outlook.com.,outlook.com,1,dns@jomax.net,1.0
Unknown malware,gdtraders.com,75.119.200.27,26347.0,"DREAMHOST-AS, US",US,"GoDaddy.com, LLC",2016-01-12,2026-01-12,gdtraders,com,ns1.dreamhost.com.;ns2.dreamhost.com.;ns3.dreamhost.com.,dreamhost.com,3,,,0,hostmaster@dreamhost.com,1.0
Unknown malware,mtrader5.org,"104.21.59.169,172.67.181.91",13335.0,"CLOUDFLARENET, US",US,Web Commerce Communications Limited dba WebNic.cc,2025-10-26,2026-10-26,mtrader5,org,lee.ns.cloudflare.com.;may.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,cap-t-cha.com,"104.21.11.238,172.67.150.176",13335.0,"CLOUDFLARENET, US",US,MAT BAO CORPORATION,2025-10-01,2026-10-01,cap-t-cha,com,newt.ns.cloudflare.com.;sima.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
ClearFake,rv.j-0-tchamber.ru,"104.21.76.67,172.67.190.240",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,j-0-tchamber,ru,,,0,,,0,,2.0
Unknown malware,usniacorp.com,77.83.207.98,216341.0,"OPTIMA-AS, RU",HK,"GoDaddy.com, LLC",2021-04-15,2026-04-15,usniacorp,com,ns1.mysecurecloudhost.com.;ns2.mysecurecloudhost.com.;ns3.mysecurecloudhost.com.;ns4.mysecurecloudhost.com.,mysecurecloudhost.com,4,usniacorp.com.,usniacorp.com,1,servers@mysecurecloudhost.com,1.0
Unknown malware,aannahomemedcare.co.uk,162.0.232.137,22612.0,"NAMECHEAP-NET, US",US,"Namecheap, Inc. [Tag = NAMECHEAP-INC]",2024-02-11,2026-02-11,co,uk,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
Unknown malware,3sl.com,213.133.123.171,24940.0,"HETZNER-AS, DE",DE,PDR Ltd. d/b/a PublicDomainRegistry.com,1998-03-13,2026-03-12,3sl,com,ns1.tqniait.com.;ns2.tqniait.com.,tqniait.com,2,3sl.com.,3sl.com,1,serv\@3jenan.gmail.com,1.0
Unknown malware,haruki-kotsuban.com,183.181.89.7,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2018-05-06,2026-05-06,haruki-kotsuban,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,haruki-kotsuban.com.,haruki-kotsuban.com,1,root@xserver.jp,1.0
Unknown malware,tokyo-tape-music-center.com,120.136.14.84,131965.0,"XSERVER Xserver Inc., JP",JP,"GMO Internet, Inc.",2022-04-15,2026-04-15,tokyo-tape-music-center,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,tokyo-tape-music-center.com.,tokyo-tape-music-center.com,1,root@xserver.jp,1.0
Unknown malware,seiho-daigaku.com,,,,,"XServer, Inc.",2018-03-31,2026-03-31,seiho-daigaku,com,,,0,,,0,,
Unknown malware,donmono-hakumai.com,183.181.89.19,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2020-01-18,2026-01-18,donmono-hakumai,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,donmono-hakumai.com.,donmono-hakumai.com,1,root@xserver.jp,1.0
ClearFake,ju.j-0-tchamber.ru,"104.21.76.67,172.67.190.240",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,j-0-tchamber,ru,,,0,,,0,,2.0
Unknown malware,sydneyinfo.net.au,"104.21.44.174,172.67.201.251",13335.0,"CLOUDFLARENET, US",US,Synergy Wholesale Accreditations Pty Ltd,,,net,au,lola.ns.cloudflare.com.;morgan.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Unknown malware,sa2.infinitegame.biz.id,"104.21.70.99,172.67.222.126",13335.0,"CLOUDFLARENET, US",US,,,,biz,id,,,0,,,0,,2.0
Unknown malware,sa6.lokernya.com,"104.21.85.113,172.67.204.212",13335.0,"CLOUDFLARENET, US",US,"NameCheap, Inc.",2025-01-17,2026-01-17,lokernya,com,,,0,,,0,,2.0
Unknown malware,shibagod.com,,,,,"XServer, Inc.",2025-07-29,2026-07-29,shibagod,com,,,0,,,0,,
Unknown malware,vibethink.net,"104.21.88.167,172.67.151.107",13335.0,"CLOUDFLARENET, US",US,"GoDaddy.com, LLC",2013-08-02,2026-08-02,vibethink,net,ken.ns.cloudflare.com.;lisa.ns.cloudflare.com.,cloudflare.com,2,mxa.mailgun.org.;mxb.mailgun.org.,mailgun.org,2,dns@cloudflare.com,2.0
Unknown malware,nyhcllc.com,118.27.125.211,7506.0,"INTERQ GMO Internet Group, Inc., JP",JP,"GMO Internet, Inc.",2011-02-16,2026-02-16,nyhcllc,com,uns01.lolipop.jp.;uns02.lolipop.jp.,lolipop.jp,2,mx01.lolipop.jp.,lolipop.jp,1,admin@madame.jp,1.0
ClearFake,nyq.orbitalnip.ru,"104.21.13.172,172.67.200.221",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,orbitalnip,ru,,,0,,,0,,2.0
Unknown malware,68quen.com,2.58.170.120,136557.0,"HOST-AS-AP Host Universal Pty Ltd, AU",HU,NAMECHEAP INC,2025-05-01,2026-05-01,68quen,com,dns1.registrar-servers.com.;dns2.registrar-servers.com.,registrar-servers.com,2,eforward1.registrar-servers.com.;eforward2.registrar-servers.com.;eforward3.registrar-servers.com.;eforward4.registrar-servers.com.;eforward5.registrar-servers.com.,registrar-servers.com,5,hostmaster@registrar-servers.com,1.0
Unknown malware,diamondmusicent.com.ng.mosesogenyi.com.ng,141.95.120.221,16276.0,"OVH, FR",FR,,,,com,ng,,,0,,,0,,1.0
Unknown malware,meganeya-momo.com,85.131.197.120,131965.0,"XSERVER Xserver Inc., JP",JP,"XServer, Inc.",2025-01-18,2026-01-18,meganeya-momo,com,ns1.xserver.jp.;ns2.xserver.jp.;ns3.xserver.jp.;ns4.xserver.jp.;ns5.xserver.jp.,xserver.jp,5,meganeya-momo.com.,meganeya-momo.com,1,root@xserver.jp,1.0
ClearFake,kas.orbitalnip.ru,"104.21.13.172,172.67.200.221",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,orbitalnip,ru,,,0,,,0,,2.0
ClearFake,3ccw2.orbitalnip.ru,"104.21.13.172,172.67.200.221",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,orbitalnip,ru,,,0,,,0,,2.0
ClearFake,0t.orbitalnip.ru,"104.21.13.172,172.67.200.221",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,orbitalnip,ru,,,0,,,0,,2.0
ClearFake,quark0.razor-plume.ru,"104.21.5.41,172.67.132.241",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,razor-plume,ru,,,0,,,0,,2.0
ClearFake,uy2k6.razor-plume.ru,"104.21.5.41,172.67.132.241",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,razor-plume,ru,,,0,,,0,,2.0
ClearFake,trace.razor-plume.ru,"104.21.5.41,172.67.132.241",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,razor-plume,ru,,,0,,,0,,2.0
ClearFake,7k.razor-plume.ru,"104.21.5.41,172.67.132.241",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,razor-plume,ru,,,0,,,0,,2.0
Unknown malware,foflfalflafl.com,,,,,Dominet (HK) Limited,2025-11-14,2026-11-14,foflfalflafl,com,,,0,,,0,,
ClearFake,aa.evermint.ru,"104.21.25.213,172.67.134.177",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,evermint,ru,,,0,,,0,,2.0
ClearFake,ebrk.evermint.ru,"104.21.25.213,172.67.134.177",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,evermint,ru,,,0,,,0,,2.0
ClearFake,q4.evermint.ru,"104.21.25.213,172.67.134.177",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,evermint,ru,,,0,,,0,,2.0
ClearFake,kf2.evermint.ru,"104.21.25.213,172.67.134.177",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,evermint,ru,,,0,,,0,,2.0
Quasar RAT,dripiscoool1-45611.portmap.host,193.161.193.99,198134.0,"GETWIFI-AS, RU",RU,Namecheap,2018-07-10,2026-07-10,portmap,host,,,0,,,0,,1.0
ClearFake,gjin.ever-mint.ru,"104.21.56.120,172.67.150.213",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,ever-mint,ru,,,0,,,0,,2.0
DCRat,pronik-37794.portmap.host,193.161.193.99,198134.0,"GETWIFI-AS, RU",RU,Namecheap,2018-07-10,2026-07-10,portmap,host,,,0,,,0,,1.0
Remcos,pureeratee.duckdns.org,143.244.46.149,212238.0,"CDNEXT, GB",GB,,,,duckdns,org,,,0,pureeratee.duckdns.org.,duckdns.org,1,,1.0
Remcos,ghooozztttt.duckdns.org,192.169.69.26,27323.0,"SERVERSTADIUM, US",US,,,,duckdns,org,,,0,ghooozztttt.duckdns.org.,duckdns.org,1,,1.0
ClearFake,hu41o.ever-mint.ru,"104.21.56.120,172.67.150.213",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,ever-mint,ru,,,0,,,0,,2.0
Remcos,xfoxmaildns.stufftoread.com,,,,,,,,stufftoread,com,,,0,,,0,,
Remcos,hank-oh53.duckdns.org,143.244.46.149,212238.0,"CDNEXT, GB",GB,,,,duckdns,org,,,0,hank-oh53.duckdns.org.,duckdns.org,1,,1.0
ClearFake,vale.ever-mint.ru,"104.21.56.120,172.67.150.213",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,ever-mint,ru,,,0,,,0,,2.0
ClearFake,yjxm4.ever-mint.ru,"104.21.56.120,172.67.150.213",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,ever-mint,ru,,,0,,,0,,2.0
ClearFake,sparkle3.tanglehook.ru,"104.21.48.35,172.67.176.112",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,tanglehook,ru,,,0,,,0,,2.0
ClearFake,o7.tanglehook.ru,"104.21.48.35,172.67.176.112",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,tanglehook,ru,,,0,,,0,,2.0
ClearFake,oio.tanglehook.ru,"104.21.48.35,172.67.176.112",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,tanglehook,ru,,,0,,,0,,2.0
ClearFake,g3i6.tanglehook.ru,"104.21.48.35,172.67.176.112",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,tanglehook,ru,,,0,,,0,,2.0
ClearFake,26e.j0tchamber.ru,"104.21.15.29,172.67.205.24",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,j0tchamber,ru,,,0,,,0,,2.0
ClearFake,flux.j0tchamber.ru,"104.21.15.29,172.67.205.24",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,j0tchamber,ru,,,0,,,0,,2.0
ClearFake,mbwr5.j0tchamber.ru,"104.21.15.29,172.67.205.24",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,j0tchamber,ru,,,0,,,0,,2.0
ClearFake,g2.j0tchamber.ru,"104.21.15.29,172.67.205.24",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,j0tchamber,ru,,,0,,,0,,2.0
ClearFake,grizzle.razorplume.ru,"104.21.61.218,172.67.215.107",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,razorplume,ru,,,0,,,0,,2.0
ClearFake,ss.razorplume.ru,"104.21.61.218,172.67.215.107",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,razorplume,ru,,,0,,,0,,2.0
Lumma Stealer,unaltee.qpon,85.214.119.11,6724.0,"STRATO STRATO AG, DE",DE,Dynadot LLC,2025-11-08,2026-11-08,unaltee,qpon,ns1.dyna-ns.net.;ns2.dyna-ns.net.,dyna-ns.net,2,,,0,hostmaster@unaltee.qpon,1.0
ClearFake,whittle.razorplume.ru,"104.21.61.218,172.67.215.107",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,razorplume,ru,,,0,,,0,,2.0
ClearFake,454.razorplume.ru,"104.21.61.218,172.67.215.107",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,razorplume,ru,,,0,,,0,,2.0
ClearFake,shift4.plasm-about.ru,"104.21.57.12,172.67.188.185",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,plasm-about,ru,,,0,,,0,,2.0
ClearFake,oi.plasm-about.ru,"104.21.57.12,172.67.188.185",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,plasm-about,ru,,,0,,,0,,2.0
ClearFake,r4rx.plasm-about.ru,"104.21.57.12,172.67.188.185",13335.0,"CLOUDFLARENET, US",US,REGRU-RU,2025-11-17,2026-11-17,plasm-about,ru,,,0,,,0,,2.0
