actor,domain,ips,asn,asn_description,asn_country,registrar,creation_date,expiration_date,sld,tld,ns_hosts,ns_base,ns_count,mx_hosts,mx_base,mx_count,soa_email,ip_count
COLDRIVER,oxwoocat.org,,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2025-04-23,2026-04-23,oxwoocat,org,,,0,,,0,,
COLDRIVER,preentootmist.org,,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2025-06-14,2026-06-14,preentootmist,org,,,0,,,0,,
COLDRIVER,southprovesolutions.com,185.28.119.41,62005.0,"BV-EU-AS, EE",GB,NAMECHEAP INC,2025-04-02,2026-04-02,southprovesolutions,com,dns1.registrar-servers.com.;dns2.registrar-servers.com.,registrar-servers.com,2,eforward1.registrar-servers.com.;eforward2.registrar-servers.com.;eforward3.registrar-servers.com.;eforward4.registrar-servers.com.;eforward5.registrar-servers.com.,registrar-servers.com,5,hostmaster@registrar-servers.com,1.0
COLDRIVER,system-healthadv.com,,,,,NAMECHEAP INC,2025-05-09,2026-05-09,system-healthadv,com,dns1.registrar-servers.com.;dns2.registrar-servers.com.,registrar-servers.com,2,eforward1.registrar-servers.com.;eforward2.registrar-servers.com.;eforward3.registrar-servers.com.;eforward4.registrar-servers.com.;eforward5.registrar-servers.com.,registrar-servers.com,5,hostmaster@registrar-servers.com,
COLDRIVER,viewerdoconline.com,194.213.18.25,62240.0,"CLOUVIDER Clouvider - Global ASN, GB",EE,NAMECHEAP INC,2025-04-08,2026-04-08,viewerdoconline,com,dns1.registrar-servers.com.;dns2.registrar-servers.com.,registrar-servers.com,2,eforward1.registrar-servers.com.;eforward2.registrar-servers.com.;eforward3.registrar-servers.com.;eforward4.registrar-servers.com.;eforward5.registrar-servers.com.,registrar-servers.com,5,hostmaster@registrar-servers.com,1.0
Salt Typhoon,aar.gandhibludtric.com,38.54.63.75,138915.0,"KAOPU-HK Kaopu Cloud HK Limited, HK",US,"GMO Internet, Inc.",2025-04-11,2026-04-11,gandhibludtric,com,,,0,,,0,,1.0
Salt Typhoon,aria-hidden.com,,,,,,,,aria-hidden,com,,,0,,,0,,
Salt Typhoon,asparticrooftop.com,,,,,,,,asparticrooftop,com,,,0,,,0,,
Salt Typhoon,availabilitydesired.us,,,,,,,,availabilitydesired,us,,,0,,,0,,
Salt Typhoon,caret-right.com,,,,,,,,caret-right,com,,,0,,,0,,
Salt Typhoon,chekoodver.com,75.2.103.23,16509.0,"AMAZON-02, US",US,"GMO Internet, Inc.",2025-04-30,2026-04-30,chekoodver,com,,,0,,,0,hostmaster@chekoodver.com,1.0
Salt Typhoon,cloudprocenter.com,82.98.135.44,42612.0,"DINAHOSTING-AS, ES",ES,Dinahosting s.l.,2025-04-28,2026-04-28,cloudprocenter,com,ns.gestiondecuenta.com.;ns2.gestiondecuenta.com.;ns3.gestiondecuenta.com.;ns4.gestiondecuenta.com.,gestiondecuenta.com,4,,,0,dnsadmin@beonlinesoluciones.com,1.0
Salt Typhoon,clubworkmistake.com,,,,,,,,clubworkmistake,com,,,0,,,0,,
Salt Typhoon,col-lg.com,,,,,,,,col-lg,com,,,0,,,0,,
Salt Typhoon,dateupdata.com,,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2021-10-13,2025-10-13,dateupdata,com,,,0,,,0,,
Salt Typhoon,e-forwardviewupdata.com,,,,,,,,e-forwardviewupdata,com,,,0,,,0,,
Salt Typhoon,earth.monovm.com,,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2012-04-17,2029-04-17,monovm,com,,,0,,,0,,
Salt Typhoon,fessionalwork.com,"172.233.219.123,172.233.219.49,172.233.219.78,172.237.146.25,172.237.146.38,172.237.146.8",63949.0,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,"GMO Internet, Inc.",2024-10-24,2026-10-24,fessionalwork,com,ns1.parklogic.com.;ns2.parklogic.com.,parklogic.com,2,mx.plingest.com.,plingest.com,1,hostmaster@fessionalwork.com,6.0
Salt Typhoon,fitbookcatwer.com,,,,,,,,fitbookcatwer,com,,,0,,,0,,
Salt Typhoon,fjtest-block.com,,,,,,,,fjtest-block,com,,,0,,,0,,
Salt Typhoon,gandhibludtric.com,,,,,"GMO Internet, Inc.",2025-04-11,2026-04-11,gandhibludtric,com,irdns.earth.orderbox-dns.com.;irdns.mars.orderbox-dns.com.,orderbox-dns.com,2,,,0,regfnasg258adc@protonmail.com,
Salt Typhoon,gesturefavour.com,160.16.200.77,9370.0,"SAKURA-B SAKURA Internet Inc., JP",JP,"GMO Internet, Inc.",2025-06-02,2026-06-02,gesturefavour,com,ns1.value-domain.com.;ns2.value-domain.com.,value-domain.com,2,,,0,hostmaster@gesturefavour.com,1.0
Salt Typhoon,getdbecausehub.com,"13.248.213.45,76.223.67.189",16509.0,"AMAZON-02, US",US,"GoDaddy.com, LLC",2021-11-23,2026-11-23,getdbecausehub,com,ns77.domaincontrol.com.;ns78.domaincontrol.com.,domaincontrol.com,2,,,0,dns@jomax.net,2.0
Salt Typhoon,hateupopred.com,,,,,,,,hateupopred,com,,,0,,,0,,
Salt Typhoon,imap.dateupdata.com,,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2021-10-13,2025-10-13,dateupdata,com,,,0,,,0,,
Salt Typhoon,incisivelyfut.com,193.239.84.207,9009.0,"M247, RO",RO,PDR Ltd. d/b/a PublicDomainRegistry.com,2021-12-14,2025-12-14,incisivelyfut,com,irdns.mars.orderbox-dns.com.,orderbox-dns.com,1,,,0,sdsdvxcdcbsgfe@protonmail.com,1.0
Salt Typhoon,isoon.cn,47.241.226.65,45102.0,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",US,阿里云计算有限公司（万网）,2024-08-12,2026-08-12,isoon,cn,dns13.hichina.com.;dns14.hichina.com.,hichina.com,2,,,0,hostmaster@hichina.com,1.0
Salt Typhoon,lookpumrron.com,,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2023-10-16,2025-10-16,lookpumrron,com,,,0,,,0,,
Salt Typhoon,mars.monovm.com,,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2012-04-17,2029-04-17,monovm,com,,,0,,,0,,
Salt Typhoon,materialplies.com,193.239.84.207,9009.0,"M247, RO",RO,PDR Ltd. d/b/a PublicDomainRegistry.com,2021-12-14,2025-12-14,materialplies,com,irdns.mars.orderbox-dns.com.,orderbox-dns.com,1,,,0,sdsdvxcdcbsgfe@protonmail.com,1.0
Salt Typhoon,ns4.1domainregistry.com,"162.251.82.124,162.251.82.125,162.251.82.252,162.251.82.253",13335.0,"CLOUDFLARENET, US",US,PDR Ltd. d/b/a PublicDomainRegistry.com,2024-05-15,2027-05-15,1domainregistry,com,,,0,,,0,,4.0
Salt Typhoon,onlineeylity.com,,,,,,,,onlineeylity,com,,,0,,,0,,
Salt Typhoon,redbludfootvr.com,"13.248.213.45,76.223.67.189",16509.0,"AMAZON-02, US",US,"GoDaddy.com, LLC",2021-11-23,2026-11-23,redbludfootvr,com,ns29.domaincontrol.com.;ns30.domaincontrol.com.,domaincontrol.com,2,,,0,dns@jomax.net,2.0
Salt Typhoon,requiredvalue.com,,,,,,,,requiredvalue,com,,,0,,,0,,
Salt Typhoon,ressicepro.com,,,,,,,,ressicepro,com,,,0,,,0,,
Salt Typhoon,routerfirmwareupdate.net,,,,,,,,routerfirmwareupdate,net,,,0,,,0,,
Salt Typhoon,servicecloudconnect.com,,,,,,,,servicecloudconnect,com,,,0,,,0,,
Salt Typhoon,shalaordereport.com,,,,,,,,shalaordereport,com,,,0,,,0,,
Salt Typhoon,siderheycook.com,,,,,,,,siderheycook,com,,,0,,,0,,
Salt Typhoon,sinceretehope.com,193.239.84.207,9009.0,"M247, RO",RO,PDR Ltd. d/b/a PublicDomainRegistry.com,2021-12-14,2025-12-14,sinceretehope,com,irdns.mars.orderbox-dns.com.,orderbox-dns.com,1,,,0,sdsdvxcdcbsgfe@protonmail.com,1.0
Salt Typhoon,solveblemten.com,127.0.0.1,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2021-12-14,2025-12-14,solveblemten,com,irdns.mars.orderbox-dns.com.,orderbox-dns.com,1,,,0,sdsdvxcdcbsgfe@protonmail.com,1.0
Salt Typhoon,togetheroffway.com,"172.233.219.123,172.233.219.49,172.233.219.78,172.237.146.25,172.237.146.38,172.237.146.8",63949.0,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,"GMO Internet, Inc.",2024-10-24,2026-10-24,togetheroffway,com,ns1.parklogic.com.;ns2.parklogic.com.,parklogic.com,2,mx.plingest.com.,plingest.com,1,hostmaster@togetheroffway.com,6.0
Salt Typhoon,toodblackrun.com,,,,,,,,toodblackrun,com,,,0,,,0,,
Salt Typhoon,troublendsef.com,160.16.200.77,9370.0,"SAKURA-B SAKURA Internet Inc., JP",JP,"GMO Internet, Inc.",2025-06-02,2026-06-02,troublendsef,com,ns1.value-domain.com.;ns2.value-domain.com.,value-domain.com,2,,,0,hostmaster@troublendsef.com,1.0
Salt Typhoon,verfiedoccurr.com,,,,,,,,verfiedoccurr,com,,,0,,,0,,
Salt Typhoon,waystrkeprosh.com,,,,,,,,waystrkeprosh,com,,,0,,,0,,
Salt Typhoon,whoispro.domain-robot.org,85.236.56.253,15456.0,"INTERNETX-AS, DE",DE,Cronon GmbH,2004-09-20,2026-09-20,domain-robot,org,,,0,,,0,,1.0
Salt Typhoon,www.solveblemten.com,,,,,PDR Ltd. d/b/a PublicDomainRegistry.com,2021-12-14,2025-12-14,solveblemten,com,,,0,,,0,,
Salt Typhoon,xdmgwctese.com,,,,,,,,xdmgwctese,com,,,0,,,0,,
"Gamaredon, Turla",abrargeospatial.ir,,,,,,,,abrargeospatial,ir,,,0,,,0,,
"Gamaredon, Turla",albenstrasse.de,,,,,,,,albenstrasse,de,,,0,,,0,,
"Gamaredon, Turla",ekrn.ydns.eu,37.228.129.206,200651.0,"FLOKINET, IS",IS,INWX GmbH,,,ydns,eu,,,0,,,0,,1.0
"Gamaredon, Turla",er-nagelfluh.de,,,,,,,,er-nagelfluh,de,,,0,,,0,,
"Gamaredon, Turla",eset.ydns.eu,69.164.247.167,19318.0,"IS-AS-1, US",US,INWX GmbH,,,ydns,eu,,,0,,,0,,1.0
"Gamaredon, Turla",fjsconsultoria.com,185.118.115.15,39384.0,"RACKFIBER, PT",PT,PDR Ltd. d/b/a PublicDomainRegistry.com,2012-04-19,2026-04-19,fjsconsultoria,com,ns1.tecnmir.com.;ns2.tecnmir.com.,tecnmir.com,2,fjsconsultoria-com.mail.protection.outlook.com.,outlook.com,1,mail+Clientes/tecnmir@report.redewt.net,1.0
"Gamaredon, Turla",ingas.rs,77.46.148.242,8400.0,"TELEKOM-AS, RS",RS,Loopia d.o.o.,2008-08-09,2026-08-09,ingas,rs,cortney.ns.cloudflare.com.;guy.ns.cloudflare.com.,cloudflare.com,2,mail.ingas.rs.,ingas.rs,1,dns@cloudflare.com,1.0
"Gamaredon, Turla",www.brannenburger-nagelfluh.de,217.160.0.33,8560.0,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",DE,,,,brannenburger-nagelfluh,de,,,0,,,0,,1.0
"Gamaredon, Turla",www.pizzeria-mercy.de,217.160.0.159,8560.0,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",DE,,,,pizzeria-mercy,de,,,0,,,0,,1.0
CopyCop,actu-net.fr,,,,,1API GmbH,2025-02-21,2026-02-21,actu-net,fr,,,0,,,0,,
CopyCop,actualite360.fr,,,,,1API GmbH,2025-02-21,2026-02-21,actualite360,fr,,,0,,,0,,
CopyCop,actualitesmaintenant.fr,,,,,1API GmbH,2025-02-22,2026-02-22,actualitesmaintenant,fr,,,0,,,0,,
CopyCop,actualitespourtous.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,actualitespourtous,fr,,,0,,,0,,
CopyCop,actualitespourtous.fr.expressactus.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,expressactus,fr,,,0,,,0,,
CopyCop,actubretagne.fr,,,,,1API GmbH,2025-03-01,2026-03-01,actubretagne,fr,,,0,,,0,,
CopyCop,actudirecte.fr,,,,,1API GmbH,2025-02-22,2026-02-22,actudirecte,fr,,,0,,,0,,
CopyCop,actuiledefrance.fr,,,,,TLD Registrar Solutions Ltd,2025-03-04,2026-03-04,actuiledefrance,fr,,,0,,,0,,
CopyCop,actuiledefrance.fr.nouvelle-aquitaine-aujourdhui.fr,,,,,TLD Registrar Solutions Ltd,2025-03-04,2026-03-04,nouvelle-aquitaine-aujourdhui,fr,,,0,,,0,,
CopyCop,actuperspectives.fr,,,,,1API GmbH,2025-02-26,2026-02-26,actuperspectives,fr,,,0,,,0,,
CopyCop,actus-independantes.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,actus-independantes,fr,,,0,,,0,,
CopyCop,actus-independantes.fr.meilleuresactus.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,meilleuresactus,fr,,,0,,,0,,
CopyCop,actus-sanscensure.fr,,,,,TLD Registrar Solutions Ltd,2025-03-07,2026-03-07,actus-sanscensure,fr,,,0,,,0,,
CopyCop,actus-sanscensure.fr.infos-encontinu.fr,,,,,TLD Registrar Solutions Ltd,2025-03-07,2026-03-07,infos-encontinu,fr,,,0,,,0,,
CopyCop,actus24.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,actus24,fr,,,0,,,0,,
CopyCop,actusetinfosdupays.fr,,,,,TLD Registrar Solutions Ltd,2025-03-07,2026-03-07,actusetinfosdupays,fr,,,0,,,0,,
CopyCop,actusetinfosdupays.fr.frmedialive.fr,,,,,TLD Registrar Solutions Ltd,2025-03-07,2026-03-07,frmedialive,fr,,,0,,,0,,
CopyCop,affichedujour.fr,,,,,Hosting Concepts B.V. d/b/a Openprovider,2025-06-13,2026-06-13,affichedujour,fr,,,0,,,0,,
CopyCop,africa.truefact.news,"104.21.25.141,172.67.134.75",13335.0,"CLOUDFLARENET, US",US,,,,truefact,news,,,0,,,0,,2.0
CopyCop,agorahexagone.fr,,,,,1API GmbH,2025-02-22,2026-02-22,agorahexagone,fr,,,0,,,0,,
CopyCop,albertaseparatist.com,"104.21.18.132,172.67.181.220",13335.0,"CLOUDFLARENET, US",US,NAMECHEAP INC,2025-05-01,2026-05-01,albertaseparatist,com,colin.ns.cloudflare.com.;surina.ns.cloudflare.com.,cloudflare.com,2,mx1.privateemail.com.;mx2.privateemail.com.,privateemail.com,2,dns@cloudflare.com,2.0
CopyCop,allstatesnews.us,72.14.185.187,63949.0,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,"NameCheap, Inc.",2025-01-29,2026-01-29,allstatesnews,us,gordon.ns.cloudflare.com.;macy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,1.0
CopyCop,alohadigest.com,"104.21.28.30,172.67.170.55",13335.0,"CLOUDFLARENET, US",US,"NameCheap, Inc.",2025-01-29,2026-01-29,alohadigest,com,gordon.ns.cloudflare.com.;macy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
CopyCop,ame-nationale.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,ame-nationale,fr,,,0,,,0,,
CopyCop,ame-nationale.fr.savoirtout.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,savoirtout,fr,,,0,,,0,,
CopyCop,analyse-actus.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,analyse-actus,fr,,,0,,,0,,
CopyCop,analyse-actus.fr.pause-actus.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,pause-actus,fr,,,0,,,0,,
CopyCop,ardennesinfolive.fr,,,,,TLD Registrar Solutions Ltd,2025-03-04,2026-03-04,ardennesinfolive,fr,,,0,,,0,,
CopyCop,ardennesinfolive.fr.vosges-enligne.fr,,,,,TLD Registrar Solutions Ltd,2025-03-04,2026-03-04,vosges-enligne,fr,,,0,,,0,,
CopyCop,bayoucity.news,,,,,,,,bayoucity,news,,,0,,,0,,
CopyCop,bayoucitycrier.com,"104.21.51.166,172.67.182.252",13335.0,"CLOUDFLARENET, US",US,NAMECHEAP INC,2025-01-29,2026-01-29,bayoucitycrier,com,gordon.ns.cloudflare.com.;macy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
CopyCop,bayoucitytoday.com,"104.21.29.7,172.67.171.57",13335.0,"CLOUDFLARENET, US",US,NAMECHEAP INC,2025-01-29,2026-01-29,bayoucitytoday,com,gordon.ns.cloudflare.com.;macy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
CopyCop,bref-france24.fr,82.221.129.24,50613.0,"THORDC-AS, IS",IS,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,bref-france24,fr,buffy.ns.orangewebsite.com.;siti.ns.orangewebsite.com.,orangewebsite.com,2,bref-france24.fr.,bref-france24.fr,1,reports@orangewebsite.com,1.0
CopyCop,bref-france24.fr.visiondelafrance.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,visiondelafrance,fr,,,0,,,0,,
CopyCop,capitalcitydaily.com,"104.21.1.89,172.67.128.243",13335.0,"CLOUDFLARENET, US",US,"NameCheap, Inc.",2025-01-29,2026-01-29,capitalcitydaily,com,gordon.ns.cloudflare.com.;macy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
CopyCop,capitoldaily.news,"104.21.96.106,172.67.176.220",13335.0,"CLOUDFLARENET, US",US,,,,capitoldaily,news,gordon.ns.cloudflare.com.;macy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
CopyCop,chat.darkpulsar.ai,46.138.250.248,25513.0,"ASN-MGTS-USPD, RU",RU,"NameCheap, Inc.",2025-01-26,2027-01-26,darkpulsar,ai,,,0,,,0,,1.0
CopyCop,chroniquesfrancaises.fr,,,,,1API GmbH,2025-02-21,2026-02-21,chroniquesfrancaises,fr,,,0,,,0,,
CopyCop,chronoinfo.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,chronoinfo,fr,,,0,,,0,,
CopyCop,clearstory.news,,,,,,,,clearstory,news,,,0,,,0,,
CopyCop,courrierfrance24.fr,217.70.184.38,29169.0,"GANDI-AS Domain name registrar - www.gandi.net, FR",FR,GANDI,2025-06-16,2026-06-16,courrierfrance24,fr,ns-147-b.gandi.net.;ns-169-c.gandi.net.;ns-72-a.gandi.net.,gandi.net,3,fb.mail.gandi.net.;spool.mail.gandi.net.,gandi.net,2,hostmaster@gandi.net,1.0
CopyCop,dailyweekly.news,"104.21.41.204,172.67.193.146",13335.0,"CLOUDFLARENET, US",US,,,,dailyweekly,news,gordon.ns.cloudflare.com.;macy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
CopyCop,darkpulsar.ai,89.31.82.185,41639.0,"INCOMSV-AS, RU",RU,"NameCheap, Inc.",2025-01-26,2027-01-26,darkpulsar,ai,emerie.ns.cloudflare.com.;konnor.ns.cloudflare.com.,cloudflare.com,2,mail.postale.io.,postale.io,1,dns@cloudflare.com,1.0
CopyCop,darkquasar.tech,,,,,,,,darkquasar,tech,,,0,,,0,,
CopyCop,de.truefact.news,"104.21.25.141,172.67.134.75",13335.0,"CLOUDFLARENET, US",US,,,,truefact,news,,,0,,,0,,2.0
CopyCop,dedfuture.com,,,,,,,,dedfuture,com,,,0,,,0,,
CopyCop,direct-nouvelles.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,direct-nouvelles,fr,,,0,,,0,,
CopyCop,direct-nouvelles.fr.meilleuresactus.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,meilleuresactus,fr,,,0,,,0,,
CopyCop,echorhonealpes.fr,,,,,1API GmbH,2025-03-02,2026-03-02,echorhonealpes,fr,,,0,,,0,,
CopyCop,eclairinfo.fr,,,,,1API GmbH,2025-02-21,2026-02-21,eclairinfo,fr,,,0,,,0,,
CopyCop,editorialesactus.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,editorialesactus,fr,,,0,,,0,,
CopyCop,editorialesactus.fr.francechronique.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,francechronique,fr,,,0,,,0,,
CopyCop,enquetedujour.fr,,,,,TLD Registrar Solutions Ltd,2025-08-18,2026-08-18,enquetedujour,fr,,,0,,,0,,
CopyCop,evenementsetactus.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,evenementsetactus,fr,,,0,,,0,,
CopyCop,evenementsetactus.fr.patrimoineinfo.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,patrimoineinfo,fr,,,0,,,0,,
CopyCop,expressactus.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,expressactus,fr,,,0,,,0,,
CopyCop,flash-actualites.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,flash-actualites,fr,,,0,,,0,,
CopyCop,flash-actualites.fr.francechronique.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,francechronique,fr,,,0,,,0,,
CopyCop,flash-bourgognefranchecomte.fr,82.221.129.24,50613.0,"THORDC-AS, IS",IS,TLD Registrar Solutions Ltd,2025-03-04,2026-03-04,flash-bourgognefranchecomte,fr,buffy.ns.orangewebsite.com.;siti.ns.orangewebsite.com.,orangewebsite.com,2,mx1.sf.ice-networks.com.;mx2.sf.ice-networks.com.;mx3.sf.ice-networks.com.;mx4.sf.ice-networks.com.,ice-networks.com,4,reports@orangewebsite.com,1.0
CopyCop,flash-bourgognefranchecomte.fr.nouvelle-aquitaine-aujourdhui.fr,,,,,TLD Registrar Solutions Ltd,2025-03-04,2026-03-04,nouvelle-aquitaine-aujourdhui,fr,,,0,,,0,,
CopyCop,flashhexagone.fr,68.65.122.56,22612.0,"NAMECHEAP-NET, US",US,1API GmbH,2025-02-21,2026-02-21,flashhexagone,fr,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
CopyCop,fldaily.news,"104.21.82.82,172.67.155.59",13335.0,"CLOUDFLARENET, US",US,,,,fldaily,news,gordon.ns.cloudflare.com.;macy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
CopyCop,flga.news,"104.21.87.115,172.67.143.6",13335.0,"CLOUDFLARENET, US",US,,,,flga,news,gordon.ns.cloudflare.com.;macy.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
CopyCop,fondfbr.ru,31.31.196.192,197695.0,"AS-REG, RU",RU,REGRU-RU,2021-03-23,2026-03-23,fondfbr,ru,ns1.hosting.reg.ru.;ns2.hosting.reg.ru.,reg.ru,2,mx1.hosting.reg.ru.;mx2.hosting.reg.ru.,reg.ru,2,support@reg.ru,1.0
CopyCop,fr.truefact.news,"104.21.25.141,172.67.134.75",13335.0,"CLOUDFLARENET, US",US,,,,truefact,news,,,0,,,0,,2.0
CopyCop,france-aujourdhui.fr,82.221.129.24,50613.0,"THORDC-AS, IS",IS,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,france-aujourdhui,fr,buffy.ns.orangewebsite.com.;siti.ns.orangewebsite.com.,orangewebsite.com,2,mx1.sf.ice-networks.com.;mx2.sf.ice-networks.com.;mx3.sf.ice-networks.com.;mx4.sf.ice-networks.com.,ice-networks.com,4,reports@orangewebsite.com,1.0
CopyCop,france-aujourdhui.fr.actus24.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,actus24,fr,,,0,,,0,,
CopyCop,france-droite.fr,82.221.129.24,50613.0,"THORDC-AS, IS",IS,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,france-droite,fr,buffy.ns.orangewebsite.com.;siti.ns.orangewebsite.com.,orangewebsite.com,2,mx1.sf.ice-networks.com.;mx2.sf.ice-networks.com.;mx3.sf.ice-networks.com.;mx4.sf.ice-networks.com.,ice-networks.com,4,reports@orangewebsite.com,1.0
CopyCop,france-droite.fr.patrimoineinfo.fr,,,,,TLD Registrar Solutions Ltd,2025-03-06,2026-03-06,patrimoineinfo,fr,,,0,,,0,,
CopyCop,france-premiere.fr,68.65.122.56,22612.0,"NAMECHEAP-NET, US",US,1API GmbH,2025-02-21,2026-02-21,france-premiere,fr,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
CopyCop,france-vision.fr,68.65.122.56,22612.0,"NAMECHEAP-NET, US",US,1API GmbH,2025-02-21,2026-02-21,france-vision,fr,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
CopyCop,france.truefact.news,"104.21.25.141,172.67.134.75",13335.0,"CLOUDFLARENET, US",US,,,,truefact,news,,,0,,,0,,2.0
CopyCop,france24-7.fr,"185.11.145.145,185.11.145.254",47674.0,"NETSOLUTIONS, MO",NL,Hosting Concepts B.V. d/b/a Openprovider,2025-03-04,2026-03-04,france24-7,fr,ns1.blazingfast.io.;ns2.blazingfast.io.,blazingfast.io,2,mail.france24-7.fr.,france24-7.fr,1,admin@blazingfast.io,2.0
CopyCop,france24actus.fr,127.1.2.3,,,,,,,france24actus,fr,,,0,,,0,,1.0
CopyCop,franceactuelle.fr,68.65.122.58,22612.0,"NAMECHEAP-NET, US",US,1API GmbH,2025-02-21,2026-02-21,franceactuelle,fr,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
CopyCop,franceactuweb.fr,198.187.29.23,22612.0,"NAMECHEAP-NET, US",US,1API GmbH,2025-02-26,2026-02-26,franceactuweb,fr,dns1.namecheaphosting.com.;dns2.namecheaphosting.com.,namecheaphosting.com,2,mx1-hosting.jellyfish.systems.;mx2-hosting.jellyfish.systems.;mx3-hosting.jellyfish.systems.,jellyfish.systems,3,cpanel@tech.namecheap.com,1.0
CopyCop,franceactuweb.fr.vivezlinfo.fr,,,,,1API GmbH,2025-02-26,2026-02-26,vivezlinfo,fr,,,0,,,0,,
CopyCop,franceavanttout.fr,82.221.136.1,50613.0,"THORDC-AS, IS",IS,TLD Registrar Solutions Ltd,2025-03-07,2026-03-07,franceavanttout,fr,buffy.ns.orangewebsite.com.;siti.ns.orangewebsite.com.,orangewebsite.com,2,mx1.sf.ice-networks.com.;mx2.sf.ice-networks.com.;mx3.sf.ice-networks.com.;mx4.sf.ice-networks.com.,ice-networks.com,4,reports@orangewebsite.com,1.0
CopyCop,franceavanttout.fr.infosdupays.fr,,,,,TLD Registrar Solutions Ltd,2025-03-07,2026-03-07,infosdupays,fr,,,0,,,0,,
CopyCop,francechronique.fr,,,,,TLD Registrar Solutions Ltd,2025-03-05,2026-03-05,francechronique,fr,,,0,,,0,,
